Timestamp,Open,High,Low,Close,Vol_BTC,Vol_USDT,Vol__USDT,K-line_completion
2024-11-21 16:00:00,96659.9,99408,96300,98650.5,12848.66152969,1262883794.676157902,1262883794.676157902,1
2024-11-20 16:00:00,94724.8,98400,93128,96659.9,18772.66146575,1806134891.210721575,1806134891.210721575,1
2024-11-19 16:00:00,92382.5,94800,91304.1,94724.9,12810.37557192,1193185815.092455483,1193185815.092455483,1
2024-11-18 16:00:00,92339.1,92800,89675.2,92380.7,13365.1025809,1223622425.120159896,1223622425.120159896,1
2024-11-17 16:00:00,90260.1,92644.1,88714.2,92333.3,13414.50070423,1218847695.354417326,1218847695.354417326,1
2024-11-16 16:00:00,90527.8,91489.9,89354.3,90260,5809.9788386,526298678.208428913,526298678.208428913,1
2024-11-15 16:00:00,88439.9,91851.2,88376.1,90527.8,8170.39307369,741175529.495619858,741175529.495619858,1
2024-11-14 16:00:00,87954.9,90707.5,86666.6,88439.9,13795.42050888,1221244938.529803181,1221244938.529803181,1
2024-11-13 16:00:00,92525.7,93263,87837.7,87954.9,20387.7071534,1845766422.892434334,1845766422.892434334,1
2024-11-12 16:00:00,86611.8,92666,85725.7,92525.6,20348.51273694,1804066367.904290045,1804066367.904290045,1
2024-11-11 16:00:00,84068.1,89970.2,83825.6,86611.9,33585.88344133,2929989314.034214162,2929989314.034214162,1
2024-11-10 16:00:00,79687.2,84288,78500,84068.2,16175.65835375,1315253804.092461621,1315253804.092461621,1
2024-11-09 16:00:00,76321.3,80100,75714.2,79687.3,13082.58593771,1027000908.134464353,1027000908.134464353,1
2024-11-08 16:00:00,76418.9,77179.1,75800.2,76321.2,6235.04273498,476927798.604991411,476927798.604991411,1
2024-11-07 16:00:00,76056.5,76848.1,75484.3,76418.8,10343.68871473,787269051.91362044,787269051.91362044,1
2024-11-06 16:00:00,74299.6,76388,74116.5,76056.3,12139.14726695,912843894.090583213,912843894.090583213,1
2024-11-05 16:00:00,69632.7,75409.6,68709,74296.4,30369.04235989,2219205358.420611446,2219205358.420611446,1
2024-11-04 16:00:00,68645.5,70329.9,66822.5,69632.1,10628.57459656,728028990.173750443,728028990.173750443,1
2024-11-03 16:00:00,68100,69499,67682.6,68645.5,6845.02571518,470567966.32091168,470567966.32091168,1
2024-11-02 16:00:00,69391.4,69607.1,67458,68100,5924.11651167,405249808.382146553,405249808.382146553,1
2024-11-01 16:00:00,69391.5,70514.5,68800.2,69391.3,5559.09506179,386467726.717558369,386467726.717558369,1
2024-10-31 16:00:00,70627.9,71629.9,68829.9,69391,11613.24775187,814814997.871154978,814814997.871154978,1
2024-10-30 16:00:00,72060.2,72962,70444,70628,10423.51659655,747648074.250983661,747648074.250983661,1
2024-10-29 16:00:00,72398.1,73650,71440,72060.2,12330.68717055,893978139.319255037,893978139.319255037,1
2024-10-28 16:00:00,68490.8,72440.3,68450,72398.3,13686.22038749,968555211.958547967,968555211.958547967,1
2024-10-27 16:00:00,67785.9,69285,67544.4,68491.5,6596.09915596,451465434.206134903,451465434.206134903,1
2024-10-26 16:00:00,66886.1,67852.1,66788.9,67786,2108.62752954,141906751.851364776,141906751.851364776,1
2024-10-25 16:00:00,67687.5,67870.2,65588.7,66886.2,9204.3518236,615095550.86532135,615095550.86532135,1
2024-10-24 16:00:00,67697.8,68850.3,67250,67687.5,7081.09915405,481528887.881766739,481528887.881766739,1
2024-10-23 16:00:00,66220.1,67984,65251,67697.7,8245.1343376,551303179.491522559,551303179.491522559,1
2024-10-22 16:00:00,67283.6,67838,65923.1,66220,6705.20525113,448422653.238601919,448422653.238601919,1
2024-10-21 16:00:00,67331.5,67925.9,66555,67283.5,9717.99223215,654174861.76318401,654174861.76318401,1
2024-10-20 16:00:00,68632,69546,66842.8,67331.5,9470.0471967,646459925.824272401,646459925.824272401,1
2024-10-19 16:00:00,68227.8,68765.2,68006,68631.9,2367.03397535,161840368.742258469,161840368.742258469,1
2024-10-18 16:00:00,68744.5,69000,68080,68227.7,3801.3260623,260540485.229619449,260540485.229619449,1
2024-10-17 16:00:00,67590.5,68880,66720,68744.2,8677.19707784,589069436.278878516,589069436.278878516,1
2024-10-16 16:00:00,67759.5,68107.9,66670,67590.5,6952.24643837,468183771.49148489,468183771.49148489,1
2024-10-15 16:00:00,66023.1,68422.6,65982.7,67759.3,12304.6642775,828044653.103316236,828044653.103316236,1
2024-10-14 16:00:00,65878,67963.6,64781.5,66023.1,13486.36513222,890909309.693842329,890909309.693842329,1
2024-10-13 16:00:00,62230,66294,62169.4,65878.1,11712.53268901,756182157.433604955,756182157.433604955,1
2024-10-12 16:00:00,63166.2,63400,62050,62230.1,3144.36672091,197279124.40202525,197279124.40202525,1
2024-10-11 16:00:00,62267.2,63488,62130,63166.1,6695.93902606,420944193.90710251,420944193.90710251,1
2024-10-10 16:00:00,60796,62466,58935.6,62267.1,8853.6468761,537400675.090580378,537400675.090580378,1
2024-10-09 16:00:00,62310,62346.5,60302,60795.2,6470.04140182,394641266.684246848,394641266.684246848,1
2024-10-08 16:00:00,62287.5,62596,61634,62309.9,5255.63240276,326564985.955916928,326564985.955916928,1
2024-10-07 16:00:00,63658,63916.5,61866,62287.5,6792.98008595,425893530.472913774,425893530.472913774,1
2024-10-06 16:00:00,62724.9,64466.9,62305.6,63658,8343.06479607,529564826.082215642,529564826.082215642,1
2024-10-05 16:00:00,62167.3,62797.1,61706,62724.8,2158.07986544,134133557.87100322,134133557.87100322,1
2024-10-04 16:00:00,61884.1,62480.8,61643.4,62167.2,3249.54480013,201992263.444570155,201992263.444570155,1
2024-10-03 16:00:00,60636.4,62010.4,59910,61884,8456.35098503,516180479.933996266,516180479.933996266,1
2024-10-02 16:00:00,61875.5,62375.6,59800,60636.3,9771.59191899,593474543.592187175,593474543.592187175,1
2024-10-01 16:00:00,62629.6,62777,60160.1,61875.5,12560.70071691,771343309.608517899,771343309.608517899,1
2024-09-30 16:00:00,63558.8,64128,61798.1,62629.6,10271.45946509,647418530.148132322,647418530.148132322,1
2024-09-29 16:00:00,65756.2,66079.6,63250,63558.8,8887.05845981,571705212.276949599,571705212.276949599,1
2024-09-28 16:00:00,65619.1,66000,65420,65756.2,2593.70282044,170350553.822595462,170350553.822595462,1
2024-09-27 16:00:00,66000,66364,65414.6,65619,4033.42758245,265534068.931119307,265534068.931119307,1
2024-09-26 16:00:00,65234,66500,64625.8,66000.1,8973.1382816,587819937.504724619,587819937.504724619,1
2024-09-25 16:00:00,63499.3,65556.6,62671,65233,8922.74440583,571429949.807479413,571429949.807479413,1
2024-09-24 16:00:00,63161,64822.2,63093.1,63499,8036.96094038,514081087.171815382,514081087.171815382,1
2024-09-23 16:00:00,63616,63950,62702.3,63160,6765.75462495,428267995.64173307,428267995.64173307,1
2024-09-22 16:00:00,62656,64750,62364.8,63616.1,8345.56881174,530338826.827120245,530338826.827120245,1
2024-09-21 16:00:00,63170.2,63569.1,62466.5,62656.1,3103.59017277,195495869.919978588,195495869.919978588,1
2024-09-20 16:00:00,63159.9,63305,62338,63170.1,3592.07454688,226243279.359363969,226243279.359363969,1
2024-09-19 16:00:00,63157.6,64142.8,62574.5,63160,10327.60817316,654303293.837097089,654303293.837097089,1
2024-09-18 16:00:00,59430,63509.1,59179.7,63156.2,15420.86960007,949425782.575105486,949425782.575105486,1
2024-09-17 16:00:00,61133.4,61268,59312.1,59430,7476.11010876,449929876.295787444,449929876.295787444,1
2024-09-16 16:00:00,57881.6,61343.1,57431.1,61134,9889.87655489,584731807.291183969,584731807.291183969,1
2024-09-15 16:00:00,60334.2,60354,57565.3,57881.8,7563.84579034,444164151.929395354,444164151.929395354,1
2024-09-14 16:00:00,59875.3,60407.3,59355.9,60334.2,2576.78804612,154586932.826019509,154586932.826019509,1
2024-09-13 16:00:00,59658.1,60644.7,59312.1,59875.3,7071.05901487,424227168.450946181,424227168.450946181,1
2024-09-12 16:00:00,57512,59717,57494.2,59660.1,5926.76694074,345717495.277992185,345717495.277992185,1
2024-09-11 16:00:00,56700,58588.8,56645.5,57514.2,8516.18263678,492366116.025660222,492366116.025660222,1
2024-09-10 16:00:00,56592.2,58045.8,55555,56700.4,9286.68890273,527164083.48470073,527164083.48470073,1
2024-09-09 16:00:00,55384,58135,55344,56592.2,11068.38773889,628916138.498180973,628916138.498180973,1
2024-09-08 16:00:00,53686.9,55805.2,53626.2,55383.9,8159.423859,449161258.117154606,449161258.117154606,1
2024-09-07 16:00:00,54784.1,54853,53646.1,53687.9,4125.42918681,223977201.857389969,223977201.857389969,1
2024-09-06 16:00:00,54044.1,54832,52528.6,54784.1,10275.03300045,553184557.213181132,553184557.213181132,1
2024-09-05 16:00:00,55979.5,57054.8,53805.4,54044,11668.221536,649580274.543341801,649580274.543341801,1
2024-09-04 16:00:00,58128.2,58522.1,55809.6,55976.1,8947.42912165,511756755.817201554,511756755.817201554,1
2024-09-03 16:00:00,57721.5,58251.4,55568,58128.7,9349.01498604,531955997.67046338,531955997.67046338,1
2024-09-02 16:00:00,58536,59817,57562.1,57724,5193.54115148,305118920.592203599,305118920.592203599,1
2024-09-01 16:00:00,58214.1,58817.4,57116.2,58535.7,6676.28043791,387125048.914301357,387125048.914301357,1
2024-08-31 16:00:00,59013.8,59144.5,57168.5,58214.1,4937.69290326,287397290.693677215,287397290.693677215,1
2024-08-30 16:00:00,58093.1,59461.5,57650,59013.8,3134.58179205,184491326.46905531,184491326.46905531,1
2024-08-29 16:00:00,60776.3,60959.2,57936.5,58088,8280.81454699,490277762.204445325,490277762.204445325,1
2024-08-28 16:00:00,59003.6,61186.4,57825.1,60777.4,8382.5128372,498974360.185864542,498974360.185864542,1
2024-08-27 16:00:00,61699.1,62199.9,58000,59002.4,12145.65443988,723986327.658536552,723986327.658536552,1
2024-08-26 16:00:00,63532.6,63890.8,61445.1,61704,7518.03470407,471578711.664795175,471578711.664795175,1
2024-08-25 16:00:00,64132.1,65010.2,63065.5,63534,5862.93436671,375052228.38340017,375052228.38340017,1
2024-08-24 16:00:00,63987.8,64660,63513.7,64133.5,4350.11132899,278871005.58466255,278871005.58466255,1
2024-08-23 16:00:00,61535.2,65000,61343.1,63984.1,11634.26606711,740310724.033990658,740310724.033990658,1
2024-08-22 16:00:00,60404,62325.6,60128.1,61534,7517.55736165,459366601.153509484,459366601.153509484,1
2024-08-21 16:00:00,59522,61832.3,59372,60407.1,9407.66438694,572409407.580621222,572409407.580621222,1
2024-08-20 16:00:00,58823.4,60200,58541.2,59518.7,6292.9018007,373594187.138832193,373594187.138832193,1
2024-08-19 16:00:00,58538.5,61419.6,58373.9,58831.4,10300.20771481,619255015.023640392,619255015.023640392,1
2024-08-18 16:00:00,59867.7,59950,57800,58540,5276.97615056,309263750.273180248,309263750.273180248,1
2024-08-17 16:00:00,59394.3,60288.4,59147.8,59863.4,4034.7571222,241161337.90524777,241161337.90524777,1
2024-08-16 16:00:00,58068.1,59821,57994,59394.3,5005.79557338,296091940.299325023,296091940.299325023,1
2024-08-15 16:00:00,59676,59850,56093.7,58074.1,11344.38939645,657211355.366465021,657211355.366465021,1
2024-08-14 16:00:00,59443.8,59774,57718.1,59675.8,8163.04134558,479943083.56510026,479943083.56510026,1
2024-08-13 16:00:00,59480.1,61839.8,58817.2,59443.8,10339.75429085,626192111.745854585,626192111.745854585,1
2024-08-12 16:00:00,60204,60409.1,58398.1,59480.1,7438.92094682,440488913.132969806,440488913.132969806,1
2024-08-11 16:00:00,60128,60692.8,57592.9,60207.2,12203.69028715,720176908.666819743,720176908.666819743,1
2024-08-10 16:00:00,60523.9,61885.7,59936.3,60127.9,4473.23302688,272190452.779271297,272190452.779271297,1
2024-08-09 16:00:00,59812.9,61476,59730,60523.9,5018.66891845,304018409.408088513,304018409.408088513,1
2024-08-08 16:00:00,59434.1,62750,59240.8,59812.9,12507.24484639,758929334.376973502,758929334.376973502,1
2024-08-07 16:00:00,56092.7,59516,54563.6,59429.9,15581.56573517,887094140.789868502,887094140.789868502,1
2024-08-06 16:00:00,56409.7,57736.3,55570,56092.7,13588.50844216,771353222.682173387,771353222.682173387,1
2024-08-05 16:00:00,54307.2,56615.4,52552,56412.6,21419.63781954,1178785746.232310566,1178785746.232310566,1
2024-08-04 16:00:00,59088,59588,48934.8,54318,56339.78259467,3002106819.406278415,3002106819.406278415,1
2024-08-03 16:00:00,60878.3,61297.1,58947.2,59087.7,9120.61207728,550386166.631136347,550386166.631136347,1
2024-08-02 16:00:00,63419.4,63615.3,60504.1,60878.3,10257.80358718,635593016.928368585,635593016.928368585,1
2024-08-01 16:00:00,62903.5,65654,62280,63418.6,14052.83193868,900109403.446252124,900109403.446252124,1
2024-07-31 16:00:00,66386,66838,62661.5,62902,11672.93627121,752007970.035243504,752007970.035243504,1
2024-07-30 16:00:00,66218,66849.5,65300,66385.9,5505.27545379,364093900.673254164,364093900.673254164,1
2024-07-29 16:00:00,68100.1,68118.5,65550,66217.9,10452.7749276,697718060.162639376,697718060.162639376,1
2024-07-28 16:00:00,67650,70050,67604.3,68100,10012.08230876,691627117.647366599,691627117.647366599,1
2024-07-27 16:00:00,68862.6,69200,66646.6,67645.8,9000.55137098,610803570.237525242,610803570.237525242,1
2024-07-26 16:00:00,67562,69409.5,67306.5,68862.5,4923.69687354,336057776.386392762,336057776.386392762,1
2024-07-25 16:00:00,64778,67995.6,64384,67562.9,9987.14320908,664523975.472773368,664523975.472773368,1
2024-07-24 16:00:00,66179.5,66711.8,63450.1,64778,10291.14363085,665065978.564818157,665065978.564818157,1
2024-07-23 16:00:00,66575.9,67102,65420,66177.5,6262.14777694,414271573.244711674,414271573.244711674,1
2024-07-22 16:00:00,67065.4,68260,65956,66583,6980.32873615,467647507.985753933,467647507.985753933,1
2024-07-21 16:00:00,67167.6,68482.1,65764.5,67065.3,8108.13462309,546477598.567359394,546477598.567359394,1
2024-07-20 16:00:00,66825.9,67619.6,66592,67167.5,3909.62022505,262309735.04231312,262309735.04231312,1
2024-07-19 16:00:00,65836.6,67395.4,65826.4,66827.1,5771.8664827,384475935.065126944,384475935.065126944,1
2024-07-18 16:00:00,63537.3,65899.2,63230.9,65836.7,7588.0189059,488116220.769275937,488116220.769275937,1
2024-07-17 16:00:00,64729,65142.5,63400,63537.4,6959.76043988,448092761.784912364,448092761.784912364,1
2024-07-16 16:00:00,64874.7,66117.5,64111,64728.9,8715.83907477,567368822.023991552,567368822.023991552,1
2024-07-15 16:00:00,63031.4,65000,62369.8,64888.2,13256.56780042,846134081.34487916,846134081.34487916,1
2024-07-14 16:00:00,60088.2,63329.6,59875,63031.4,9561.9283892,593477849.92803643,593477849.92803643,1
2024-07-13 16:00:00,58838.1,60407.5,58259.6,60088.2,5790.30410892,345618437.974926407,345618437.974926407,1
2024-07-12 16:00:00,58212.5,58902.5,57144.1,58838.1,5621.50300989,327228520.116852649,327228520.116852649,1
2024-07-11 16:00:00,57403,58277.2,56537.3,58211.9,6334.98025075,363308933.096785121,363308933.096785121,1
2024-07-10 16:00:00,57705.8,59579.9,57029.2,57405.8,8340.98132761,484856978.213523904,484856978.213523904,1
2024-07-09 16:00:00,57476.9,59476.3,57332.1,57700.1,8730.44903696,508553971.014610339,508553971.014610339,1
2024-07-08 16:00:00,55764.4,58131.3,55416.9,57476.9,7925.99202184,452193962.975744567,452193962.975744567,1
2024-07-07 16:00:00,56828,58214.7,54289.4,55760.9,12395.27222872,697154352.145527267,697154352.145527267,1
2024-07-06 16:00:00,57322.7,58479.8,56573.4,56826,5139.49206427,295993267.711051971,295993267.711051971,1
2024-07-05 16:00:00,56675.9,57454.5,55823.4,57320.2,6294.2374643,356261578.884182683,356261578.884182683,1
2024-07-04 16:00:00,58143.3,58822,53269,56670.1,21339.40749426,1185243245.794997403,1185243245.794997403,1
2024-07-03 16:00:00,60181.4,60659.9,56759.5,58143.3,13474.51709964,785904637.442969379,785904637.442969379,1
2024-07-02 16:00:00,61950,62374.7,59571.1,60183,8596.16000968,523237095.977223736,523237095.977223736,1
2024-07-01 16:00:00,63142.1,63860.2,61835.1,61949.9,5735.05146438,360511469.727914143,360511469.727914143,1
2024-06-30 16:00:00,61720,63822.3,61579.4,63142.1,5919.45254798,372417622.598599461,372417622.598599461,1
2024-06-29 16:00:00,61115.2,61865,60710.1,61719.8,2869.46621247,176088699.757223531,176088699.757223531,1
2024-06-28 16:00:00,61060,61218.2,60055.5,61115.1,5377.31305106,326291126.709006295,326291126.709006295,1
2024-06-27 16:00:00,61590.1,62233.9,60730,61060,5791.31757876,356226761.064776317,356226761.064776317,1
2024-06-26 16:00:00,61480,62390,60620.7,61590.1,6929.92098312,425020142.416604164,425020142.416604164,1
2024-06-25 16:00:00,61820.7,62483.9,61145.1,61480,6063.45081984,374310119.909771954,374310119.909771954,1
2024-06-24 16:00:00,60849.9,62151.6,58378,61820.6,13355.98499833,808016966.217780006,808016966.217780006,1
2024-06-23 16:00:00,64098,64186.4,60588.6,60850,10806.85619147,672104729.190087711,672104729.190087711,1
2024-06-22 16:00:00,64303,64524.7,64067.9,64097.9,1475.76653742,94970777.449095344,94970777.449095344,1
2024-06-21 16:00:00,63727.9,64543.9,63461.5,64302.9,2792.87622034,179158683.133551033,179158683.133551033,1
2024-06-20 16:00:00,64831.3,65214.9,63383.3,63724.1,7556.86391942,485849457.114508595,485849457.114508595,1
2024-06-19 16:00:00,64929,66493.9,64656,64832,5167.20082726,338162859.715041344,338162859.715041344,1
2024-06-18 16:00:00,64705.8,65727.2,64051.5,64929,5718.99048177,371670861.00458241,371670861.00458241,1
2024-06-17 16:00:00,65365.2,67301.4,64256,64702.3,10249.45839206,671340354.525645718,671340354.525645718,1
2024-06-16 16:00:00,66707.9,66985.4,65124.3,65365.2,4811.24197008,317581642.835897922,317581642.835897922,1
2024-06-15 16:00:00,66317.5,66796.7,65857,66705.4,1750.99687036,116202264.436131486,116202264.436131486,1
2024-06-14 16:00:00,66389.9,66633.3,65068,66317.5,4914.21837406,323769553.343663169,323769553.343663169,1
2024-06-13 16:00:00,66458.1,67366.3,66258,66388.3,5076.58299615,339402828.132760676,339402828.132760676,1
2024-06-12 16:00:00,69734.9,69871.7,66333,66460,9437.32108632,641521582.269815781,641521582.269815781,1
2024-06-11 16:00:00,66230.2,70000,66153.9,69728.9,8282.20568019,562845467.013757318,562845467.013757318,1
2024-06-10 16:00:00,70058.6,70120,66000,66230.3,12643.21150436,859037460.204418063,859037460.204418063,1
2024-06-09 16:00:00,69508.6,70186.2,69156.1,70058.6,2900.91677586,201929798.240163582,201929798.240163582,1
2024-06-08 16:00:00,69420.9,69775,69134,69508.5,2262.53916867,157062207.622822999,157062207.622822999,1
2024-06-07 16:00:00,71108.6,71212.1,68300,69420.8,6796.33978825,472013446.877774965,472013446.877774965,1
2024-06-06 16:00:00,71302.3,71997,70120,71108.6,7445.37475641,529619311.348105433,529619311.348105433,1
2024-06-05 16:00:00,71567.2,71754.7,70708,71302.2,4845.77426249,344969196.30003074,344969196.30003074,1
2024-06-04 16:00:00,70448,71717.9,70087.6,71567.3,8905.38681874,630829240.531746674,630829240.531746674,1
2024-06-03 16:00:00,69613.4,70500,68560.1,70447.9,6467.52905786,448444920.209915667,448444920.209915667,1
2024-06-02 16:00:00,68147.2,70299.4,67267.1,69613.3,8286.11621656,571256275.720967605,571256275.720967605,1
2024-06-01 16:00:00,67684,68472.3,67380.1,68147.1,2542.46565836,172579731.574569983,172579731.574569983,1
2024-05-31 16:00:00,67209.7,68002.3,66654.1,67683.9,3721.63550499,251016563.186651644,251016563.186651644,1
2024-05-30 16:00:00,68532,69515,67200.1,67209.6,6977.19230059,477073128.298131491,477073128.298131491,1
2024-05-29 16:00:00,67380.1,68823.9,67123.9,68532.1,7430.48991909,504787235.559488874,504787235.559488874,1
2024-05-28 16:00:00,68380.8,68934.6,67264.3,67380,5956.79083607,405757881.068243978,405757881.068243978,1
2024-05-27 16:00:00,70370.8,70688,67485,68379.4,8323.58184944,572238958.487937532,572238958.487937532,1
2024-05-26 16:00:00,68847.2,70550,68150.2,70370.8,4680.88621833,323210871.989272783,323210871.989272783,1
2024-05-25 16:00:00,68938.6,69556.6,68669.8,68846.4,2404.60880818,166155741.25397462,166155741.25397462,1
2024-05-24 16:00:00,68332,69639.3,67901.1,68938.6,4367.86312784,300907334.102240187,300907334.102240187,1
2024-05-23 16:00:00,68075.6,68421.8,66256.3,68332,9957.78994866,672078654.278298516,672078654.278298516,1
2024-05-22 16:00:00,70452.5,70665.8,67602.3,68075.5,9782.61105492,676109878.364511307,676109878.364511307,1
2024-05-21 16:00:00,69821.5,70596.4,69161,70451.6,7754.36847311,541897666.28744289,541897666.28744289,1
2024-05-20 16:00:00,67413.8,71979,67380.3,69821.5,19725.15708033,1386477160.286905237,1386477160.286905237,1
2024-05-19 16:00:00,66887.4,67500,65839.1,67413.8,5512.55113575,368185660.628653017,368185660.628653017,1
2024-05-18 16:00:00,66813.6,67750.7,66659.9,66887.5,3239.89146339,217375380.406241284,217375380.406241284,1
2024-05-17 16:00:00,67199.9,67389.1,66208,66813.6,4626.41629247,309560278.133817482,309560278.133817482,1
2024-05-16 16:00:00,65826.2,67459,64610,67199,8688.15885428,572519272.240428108,572519272.240428108,1
2024-05-15 16:00:00,64714.2,66789,64714.2,65826.1,9992.61811865,658701412.555151255,658701412.555151255,1
2024-05-14 16:00:00,61779.9,65068.2,61150.6,64714.1,11271.96121316,710593186.949371102,710593186.949371102,1
2024-05-13 16:00:00,63009.9,63459.3,61120.2,61779.8,9389.87284837,583940332.034520926,583940332.034520926,1
2024-05-12 16:00:00,61417.9,63299.8,60758.9,63009.9,9197.44820298,570895130.796234352,570895130.796234352,1
2024-05-11 16:00:00,61182.3,61570,60604,61411.7,2706.2966471,165293867.908511883,165293867.908511883,1
2024-05-10 16:00:00,60924,61525,60180,61176.1,5299.83863081,322236680.094514413,322236680.094514413,1
2024-05-09 16:00:00,62157.7,63470.5,60690,60925,10977.76010143,684325578.759087571,684325578.759087571,1
2024-05-08 16:00:00,62279.4,62761.4,60625,62157.8,7022.12047301,431949923.883352022,431949923.883352022,1
2024-05-07 16:00:00,63742,63895.9,61787.8,62278,8034.01736002,502693596.697516359,502693596.697516359,1
2024-05-06 16:00:00,63633.7,64411.8,62697.2,63741.9,9878.53224532,628010269.468052934,628010269.468052934,1
2024-05-05 16:00:00,64430.2,65518,62930,63632.4,11640.44109066,746568752.036325671,746568752.036325671,1
2024-05-04 16:00:00,63615.6,64652.4,62884.7,64432,5870.99580079,374162500.274407784,374162500.274407784,1
2024-05-03 16:00:00,61690.7,64545.3,61534.1,63612.4,10913.65512547,687098849.316263052,687098849.316263052,1
2024-05-02 16:00:00,59270,62121,58643.5,61690,12507.34778458,753108386.610340125,753108386.610340125,1
2024-05-01 16:00:00,56882.1,59488.7,56604.3,59266.3,20284.30682897,1177341366.190718851,1177341366.190718851,1
2024-04-30 16:00:00,60793.7,61066.2,56555,56885.3,22039.18083271,1289775858.513897833,1289775858.513897833,1
2024-04-29 16:00:00,63045.2,64732,60555,60793.9,12300.53620817,767756678.894986261,767756678.894986261,1
2024-04-28 16:00:00,63536.4,63976.2,61787.8,63045.3,10241.32559109,641550532.819816834,641550532.819816834,1
2024-04-27 16:00:00,62955.7,64380,62744.3,63536.4,5246.91451327,333513585.564737012,333513585.564737012,1
2024-04-26 16:00:00,63503.8,64171,62380.6,62955.8,6081.86736904,384585280.871247154,384585280.871247154,1
2024-04-25 16:00:00,64129.6,65289.8,63333.3,63503.7,10570.26028635,680236637.492933903,680236637.492933903,1
2024-04-24 16:00:00,64613.9,65133,62747.4,64132.1,16075.00807359,1026432111.245178732,1026432111.245178732,1
2024-04-23 16:00:00,66425.3,67078.2,64507.7,64615.5,7567.44724709,499591791.975121148,499591791.975121148,1
2024-04-22 16:00:00,66002.5,67248,65808.5,66422.7,8898.76240869,591964910.102182587,591964910.102182587,1
2024-04-21 16:00:00,65043.9,66488,64211.1,66002.4,9930.67262445,650067128.285045505,650067128.285045505,1
2024-04-20 16:00:00,64806,65704.5,64451.5,65043.9,6222.72425837,404784107.038600361,404784107.038600361,1
2024-04-19 16:00:00,64438.6,64968.4,62937,64806,8805.44230238,562906575.129898391,562906575.129898391,1
2024-04-18 16:00:00,63498.2,65440,59587.2,64439.7,24315.75708195,1534207672.163250585,1534207672.163250585,1
2024-04-17 16:00:00,60295.9,64133.8,59632.6,63498.2,17921.34865857,1107290852.405038838,1107290852.405038838,1
2024-04-16 16:00:00,61760.1,64523.1,59862.7,60299.4,19463.08376615,1215558347.259255769,1215558347.259255769,1
2024-04-15 16:00:00,64572,64868.3,61568.1,61758.9,18893.90356964,1190050483.067940685,1190050483.067940685,1
2024-04-14 16:00:00,64180.1,66867.2,62568.6,64568.1,17879.9558903,1163543499.206501735,1163543499.206501735,1
2024-04-13 16:00:00,67668.2,67758.3,60000,64173.3,36973.8847011,2355200612.877355293,2355200612.877355293,1
